,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Age stages
860,861,0,3,326,2,NaN,2,0,400,14.1083,95,3,2
861,862,0,2,284,2,21.0,1,0,222,11.5,95,3,2
862,863,1,1,798,1,48.0,0,0,89,25.9292,95,3,2
863,864,0,3,719,1,28.0,8,2,569,69.55,7,3,2
864,865,0,2,286,2,24.0,0,0,121,13.0,7,3,2
865,866,1,2,123,1,42.0,0,0,127,13.0,7,3,2
866,867,1,2,231,1,27.0,1,0,633,13.8583,7,1,2
867,868,0,1,697,2,31.0,0,0,591,50.4958,7,3,2
868,869,0,3,891,2,28.0,0,0,310,9.5,103,3,2
869,870,1,3,408,2,4.0,1,1,345,11.1333,103,3,1
870,871,0,3,60,2,26.0,0,0,388,7.8958,103,3,2
871,872,1,1,80,1,47.0,1,1,55,52.5542,103,3,2
872,873,0,1,140,2,33.0,0,0,503,5.0,35,3,2
873,874,0,3,837,2,47.0,0,0,304,9.0,71,3,2
874,875,1,2,5,1,28.0,1,0,576,24.0,71,1,2
875,876,1,3,572,1,15.0,0,0,196,7.225,71,1,1
876,877,0,3,312,2,20.0,0,0,505,9.8458,71,3,2
877,878,0,3,658,2,19.0,0,0,359,7.8958,71,3,2
878,879,0,3,452,2,28.0,0,0,364,7.8958,71,3,2
879,880,1,1,669,1,56.0,0,1,60,83.1583,71,1,2
880,881,1,2,740,1,25.0,0,1,116,26.0,31,3,2
881,882,0,3,511,2,33.0,0,0,395,7.8958,31,3,2
882,883,0,3,194,1,22.0,0,0,509,10.5167,31,3,2
883,884,0,2,62,2,28.0,0,0,566,10.5,31,3,2
884,885,0,3,794,2,25.0,0,0,651,7.05,31,3,2
885,886,0,3,685,1,39.0,0,5,481,29.125,31,2,2
886,887,0,2,549,2,27.0,0,0,102,13.0,31,3,2
887,888,1,1,304,1,19.0,0,0,15,30.0,31,3,2
888,889,0,3,414,1,28.0,1,2,676,23.45,61,3,2
889,890,1,1,82,2,26.0,0,0,9,30.0,61,1,2
890,891,0,3,221,2,32.0,0,0,467,7.75,61,2,2
